Image_Metadata_Well,Image_Metadata_Plate,Mouse,Plate_Number,Marker,Genotype,DaysIV,Cell_Type,Trt
G8,2010.12.13.02.24.16,855,I4,GADGeph,B,14,H,No
G9,2010.12.13.02.24.16,855,I4,GFAP,B,14,H,No
G10,2010.12.13.02.24.16,855,I4,SynPSD,B,14,H,No
G11,2010.12.13.02.24.16,855,I4,NeuFos,B,14,H,No
B5,2010.12.13.04.01.24,4651,I5,GADGeph,B,14,H,No
B6,2010.12.13.04.01.24,4651,I5,GADGamma,B,14,H,No
B7,2010.12.13.04.01.24,6961,I5,GADGamma,A,14,H,No
B8,2010.12.13.04.01.24,6961,I5,GADGeph,A,14,H,No
C5,2010.12.13.04.01.24,4651,I5,GADGeph,B,14,H,No
C6,2010.12.13.04.01.24,4651,I5,GADGamma,B,14,H,No
C7,2010.12.13.04.01.24,6961,I5,GADGamma,A,14,H,No
C8,2010.12.13.04.01.24,6961,I5,GADGeph,A,14,H,No
D5,2010.12.13.04.01.24,4651,I5,GADGeph,B,14,H,No
D6,2010.12.13.04.01.24,4651,I5,GADGamma,B,14,H,No
D7,2010.12.13.04.01.24,6961,I5,GADGamma,A,14,H,No
D8,2010.12.13.04.01.24,6961,I5,GADGeph,A,14,H,No
E5,2010.12.13.04.01.24,4651,I5,GADGeph,B,14,H,No
E6,2010.12.13.04.01.24,4651,I5,GADGamma,B,14,H,No
E7,2010.12.13.04.01.24,6961,I5,GADGamma,A,14,H,No
E8,2010.12.13.04.01.24,6961,I5,GADGeph,A,14,H,No
F5,2010.12.13.04.01.24,4651,I5,GADGeph,B,14,H,No
F6,2010.12.13.04.01.24,4651,I5,GADGamma,B,14,H,No
F7,2010.12.13.04.01.24,6961,I5,GADGamma,A,14,H,No
F8,2010.12.13.04.01.24,6961,I5,GADGeph,A,14,H,No
G5,2010.12.13.04.01.24,4651,I5,GADGeph,B,14,H,No
G6,2010.12.13.04.01.24,4651,I5,GADGamma,B,14,H,No
G7,2010.12.13.04.01.24,6961,I5,GADGamma,A,14,H,No
G8,2010.12.13.04.01.24,6961,I5,GADGeph,A,14,H,No
B2,2010.12.13.05.38.33,6494,I6,NeuFos,A,21,H,No
B3,2010.12.13.05.38.33,6494,I6,SynPSD,A,21,H,No
B4,2010.12.13.05.38.33,6494,I6,beta,A,21,H,No
B5,2010.12.13.05.38.33,6494,I6,GADGeph,A,21,H,No
B6,2010.12.13.05.38.33,6494,I6,GADGamma,A,21,H,No
B7,2010.12.13.05.38.33,8924,I6,GADGamma,B,21,H,No
B8,2010.12.13.05.38.33,8924,I6,GADGeph,B,21,H,No
B9,2010.12.13.05.38.33,8924,I6,beta,B,21,H,No
B10,2010.12.13.05.38.33,8924,I6,SynPSD,B,21,H,No
B11,2010.12.13.05.38.33,8924,I6,NeuFos,B,21,H,No
C2,2010.12.13.05.38.33,6494,I6,NeuFos,A,21,H,No
C3,2010.12.13.05.38.33,6494,I6,SynPSD,A,21,H,No
C4,2010.12.13.05.38.33,6494,I6,beta,A,21,H,No
C5,2010.12.13.05.38.33,6494,I6,GADGeph,A,21,H,No
C6,2010.12.13.05.38.33,6494,I6,GADGamma,A,21,H,No
C7,2010.12.13.05.38.33,8924,I6,GADGamma,B,21,H,No
C8,2010.12.13.05.38.33,8924,I6,GADGeph,B,21,H,No
C9,2010.12.13.05.38.33,8924,I6,beta,B,21,H,No
C10,2010.12.13.05.38.33,8924,I6,SynPSD,B,21,H,No
C11,2010.12.13.05.38.33,8924,I6,NeuFos,B,21,H,No
D2,2010.12.13.05.38.33,6494,I6,NeuFos,A,21,H,No
D3,2010.12.13.05.38.33,6494,I6,SynPSD,A,21,H,No
D4,2010.12.13.05.38.33,6494,I6,beta,A,21,H,No
D5,2010.12.13.05.38.33,6494,I6,GADGeph,A,21,H,No
D6,2010.12.13.05.38.33,6494,I6,GADGamma,A,21,H,No
D7,2010.12.13.05.38.33,8924,I6,GADGamma,B,21,H,No
D8,2010.12.13.05.38.33,8924,I6,GADGeph,B,21,H,No
D9,2010.12.13.05.38.33,8924,I6,beta,B,21,H,No
D10,2010.12.13.05.38.33,8924,I6,SynPSD,B,21,H,No
D11,2010.12.13.05.38.33,8924,I6,NeuFos,B,21,H,No
E2,2010.12.13.05.38.33,6494,I6,NeuFos,A,21,H,No
E3,2010.12.13.05.38.33,6494,I6,SynPSD,A,21,H,No
E4,2010.12.13.05.38.33,6494,I6,GFAP,A,21,H,No
E5,2010.12.13.05.38.33,6494,I6,GADGeph,A,21,H,No
E6,2010.12.13.05.38.33,6494,I6,GADGamma,A,21,H,No
E7,2010.12.13.05.38.33,8924,I6,GADGamma,B,21,H,No
E8,2010.12.13.05.38.33,8924,I6,GADGeph,B,21,H,No
E9,2010.12.13.05.38.33,8924,I6,GFAP,B,21,H,No
E10,2010.12.13.05.38.33,8924,I6,SynPSD,B,21,H,No
E11,2010.12.13.05.38.33,8924,I6,NeuFos,B,21,H,No
F2,2010.12.13.05.38.33,6494,I6,NeuFos,A,21,H,No
F3,2010.12.13.05.38.33,6494,I6,SynPSD,A,21,H,No
F4,2010.12.13.05.38.33,6494,I6,GFAP,A,21,H,No
F5,2010.12.13.05.38.33,6494,I6,GADGeph,A,21,H,No
F6,2010.12.13.05.38.33,6494,I6,GADGamma,A,21,H,No
F7,2010.12.13.05.38.33,8924,I6,GADGamma,B,21,H,No
F8,2010.12.13.05.38.33,8924,I6,GADGeph,B,21,H,No
F9,2010.12.13.05.38.33,8924,I6,GFAP,B,21,H,No
F10,2010.12.13.05.38.33,8924,I6,SynPSD,B,21,H,No
F11,2010.12.13.05.38.33,8924,I6,NeuFos,B,21,H,No
G2,2010.12.13.05.38.33,6494,I6,NeuFos,A,21,H,No
G3,2010.12.13.05.38.33,6494,I6,SynPSD,A,21,H,No
G4,2010.12.13.05.38.33,6494,I6,GFAP,A,21,H,No
G5,2010.12.13.05.38.33,6494,I6,GADGeph,A,21,H,No
G6,2010.12.13.05.38.33,6494,I6,GADGamma,A,21,H,No
G7,2010.12.13.05.38.33,8924,I6,GADGamma,B,21,H,No
G8,2010.12.13.05.38.33,8924,I6,GADGeph,B,21,H,No
G9,2010.12.13.05.38.33,8924,I6,GFAP,B,21,H,No
G10,2010.12.13.05.38.33,8924,I6,SynPSD,B,21,H,No
G11,2010.12.13.05.38.33,8924,I6,NeuFos,B,21,H,No
B2,2010.12.13.07.15.42,8920,I7,NeuFos,B,21,H,No
B3,2010.12.13.07.15.42,8920,I7,SynPSD,B,21,H,No
B4,2010.12.13.07.15.42,8920,I7,beta,B,21,H,No
B5,2010.12.13.07.15.42,8920,I7,GADGeph,B,21,H,No
B6,2010.12.13.07.15.42,8920,I7,GADGamma,B,21,H,No
B7,2010.12.13.07.15.42,9210,I7,GADGamma,A,21,H,No
B8,2010.12.13.07.15.42,9210,I7,GADGeph,A,21,H,No
B9,2010.12.13.07.15.42,9210,I7,beta,A,21,H,No
B10,2010.12.13.07.15.42,9210,I7,SynPSD,A,21,H,No
B11,2010.12.13.07.15.42,9210,I7,NeuFos,A,21,H,No
C2,2010.12.13.07.15.42,8920,I7,NeuFos,B,21,H,No
C3,2010.12.13.07.15.42,8920,I7,SynPSD,B,21,H,No
C4,2010.12.13.07.15.42,8920,I7,beta,B,21,H,No
C5,2010.12.13.07.15.42,8920,I7,GADGeph,B,21,H,No
C6,2010.12.13.07.15.42,8920,I7,GADGamma,B,21,H,No
C7,2010.12.13.07.15.42,9210,I7,GADGamma,A,21,H,No
C8,2010.12.13.07.15.42,9210,I7,GADGeph,A,21,H,No
C9,2010.12.13.07.15.42,9210,I7,beta,A,21,H,No
C10,2010.12.13.07.15.42,9210,I7,SynPSD,A,21,H,No
C11,2010.12.13.07.15.42,9210,I7,NeuFos,A,21,H,No
D2,2010.12.13.07.15.42,8920,I7,NeuFos,B,21,H,No
D3,2010.12.13.07.15.42,8920,I7,SynPSD,B,21,H,No
D4,2010.12.13.07.15.42,8920,I7,beta,B,21,H,No
D5,2010.12.13.07.15.42,8920,I7,GADGeph,B,21,H,No
D6,2010.12.13.07.15.42,8920,I7,GADGamma,B,21,H,No
D7,2010.12.13.07.15.42,9210,I7,GADGamma,A,21,H,No
D8,2010.12.13.07.15.42,9210,I7,GADGeph,A,21,H,No
D9,2010.12.13.07.15.42,9210,I7,beta,A,21,H,No
D10,2010.12.13.07.15.42,9210,I7,SynPSD,A,21,H,No
D11,2010.12.13.07.15.42,9210,I7,NeuFos,A,21,H,No
E2,2010.12.13.07.15.42,8920,I7,NeuFos,B,21,H,No
E3,2010.12.13.07.15.42,8920,I7,SynPSD,B,21,H,No
E4,2010.12.13.07.15.42,8920,I7,GFAP,B,21,H,No
E5,2010.12.13.07.15.42,8920,I7,GADGeph,B,21,H,No
E6,2010.12.13.07.15.42,8920,I7,GADGamma,B,21,H,No
E7,2010.12.13.07.15.42,9210,I7,GADGamma,A,21,H,No
E8,2010.12.13.07.15.42,9210,I7,GADGeph,A,21,H,No
E9,2010.12.13.07.15.42,9210,I7,GFAP,A,21,H,No
E10,2010.12.13.07.15.42,9210,I7,SynPSD,A,21,H,No
E11,2010.12.13.07.15.42,9210,I7,NeuFos,A,21,H,No
F2,2010.12.13.07.15.42,8920,I7,NeuFos,B,21,H,No
F3,2010.12.13.07.15.42,8920,I7,SynPSD,B,21,H,No
F4,2010.12.13.07.15.42,8920,I7,GFAP,B,21,H,No
F5,2010.12.13.07.15.42,8920,I7,GADGeph,B,21,H,No
F6,2010.12.13.07.15.42,8920,I7,GADGamma,B,21,H,No
F7,2010.12.13.07.15.42,9210,I7,GADGamma,A,21,H,No
F8,2010.12.13.07.15.42,9210,I7,GADGeph,A,21,H,No
F9,2010.12.13.07.15.42,9210,I7,GFAP,A,21,H,No
F10,2010.12.13.07.15.42,9210,I7,SynPSD,A,21,H,No
F11,2010.12.13.07.15.42,9210,I7,NeuFos,A,21,H,No
G2,2010.12.13.07.15.42,8920,I7,NeuFos,B,21,H,No
G3,2010.12.13.07.15.42,8920,I7,SynPSD,B,21,H,No
G4,2010.12.13.07.15.42,8920,I7,GFAP,B,21,H,No
G5,2010.12.13.07.15.42,8920,I7,GADGeph,B,21,H,No
G6,2010.12.13.07.15.42,8920,I7,GADGamma,B,21,H,No
G7,2010.12.13.07.15.42,9210,I7,GADGamma,A,21,H,No
G8,2010.12.13.07.15.42,9210,I7,GADGeph,A,21,H,No
G9,2010.12.13.07.15.42,9210,I7,GFAP,A,21,H,No
G10,2010.12.13.07.15.42,9210,I7,SynPSD,A,21,H,No
G11,2010.12.13.07.15.42,9210,I7,NeuFos,A,21,H,No
B2,2010.12.13.08.52.53,8925,I8,NeuFos,B,14,H,No
B3,2010.12.13.08.52.53,8925,I8,SynPSD,B,14,H,No
B4,2010.12.13.08.52.53,8925,I8,beta,B,14,H,No
B5,2010.12.13.08.52.53,8925,I8,GADGeph,B,14,H,No
B6,2010.12.13.08.52.53,8925,I8,GADGamma,B,14,H,No
B7,2010.12.13.08.52.53,6487,I8,GADGamma,A,14,H,No
B8,2010.12.13.08.52.53,6487,I8,GADGeph,A,14,H,No
B9,2010.12.13.08.52.53,6487,I8,beta,A,14,H,No
B10,2010.12.13.08.52.53,6487,I8,SynPSD,A,14,H,No
B11,2010.12.13.08.52.53,6487,I8,NeuFos,A,14,H,No
C2,2010.12.13.08.52.53,8925,I8,NeuFos,B,14,H,No
C3,2010.12.13.08.52.53,8925,I8,SynPSD,B,14,H,No
C4,2010.12.13.08.52.53,8925,I8,beta,B,14,H,No
C5,2010.12.13.08.52.53,8925,I8,GADGeph,B,14,H,No
C6,2010.12.13.08.52.53,8925,I8,GADGamma,B,14,H,No
C7,2010.12.13.08.52.53,6487,I8,GADGamma,A,14,H,No
C8,2010.12.13.08.52.53,6487,I8,GADGeph,A,14,H,No
C9,2010.12.13.08.52.53,6487,I8,beta,A,14,H,No
C10,2010.12.13.08.52.53,6487,I8,SynPSD,A,14,H,No
C11,2010.12.13.08.52.53,6487,I8,NeuFos,A,14,H,No
D2,2010.12.13.08.52.53,8925,I8,NeuFos,B,14,H,No
D3,2010.12.13.08.52.53,8925,I8,SynPSD,B,14,H,No
D4,2010.12.13.08.52.53,8925,I8,beta,B,14,H,No
D5,2010.12.13.08.52.53,8925,I8,GADGeph,B,14,H,No
D6,2010.12.13.08.52.53,8925,I8,GADGamma,B,14,H,No
D7,2010.12.13.08.52.53,6487,I8,GADGamma,A,14,H,No
D8,2010.12.13.08.52.53,6487,I8,GADGeph,A,14,H,No
D9,2010.12.13.08.52.53,6487,I8,beta,A,14,H,No
D10,2010.12.13.08.52.53,6487,I8,SynPSD,A,14,H,No
D11,2010.12.13.08.52.53,6487,I8,NeuFos,A,14,H,No
E2,2010.12.13.08.52.53,8925,I8,NeuFos,B,14,H,No
E3,2010.12.13.08.52.53,8925,I8,SynPSD,B,14,H,No
E4,2010.12.13.08.52.53,8925,I8,GFAP,B,14,H,No
E5,2010.12.13.08.52.53,8925,I8,GADGeph,B,14,H,No
E6,2010.12.13.08.52.53,8925,I8,GADGamma,B,14,H,No
E7,2010.12.13.08.52.53,6487,I8,GADGamma,A,14,H,No
E8,2010.12.13.08.52.53,6487,I8,GADGeph,A,14,H,No
E9,2010.12.13.08.52.53,6487,I8,GFAP,A,14,H,No
E10,2010.12.13.08.52.53,6487,I8,SynPSD,A,14,H,No
E11,2010.12.13.08.52.53,6487,I8,NeuFos,A,14,H,No
F2,2010.12.13.08.52.53,8925,I8,NeuFos,B,14,H,No
F3,2010.12.13.08.52.53,8925,I8,SynPSD,B,14,H,No
F4,2010.12.13.08.52.53,8925,I8,GFAP,B,14,H,No
F5,2010.12.13.08.52.53,8925,I8,GADGeph,B,14,H,No
F6,2010.12.13.08.52.53,8925,I8,GADGamma,B,14,H,No
F7,2010.12.13.08.52.53,6487,I8,GADGamma,A,14,H,No
F8,2010.12.13.08.52.53,6487,I8,GADGeph,A,14,H,No
F9,2010.12.13.08.52.53,6487,I8,GFAP,A,14,H,No
F10,2010.12.13.08.52.53,6487,I8,SynPSD,A,14,H,No
F11,2010.12.13.08.52.53,6487,I8,NeuFos,A,14,H,No
G2,2010.12.13.08.52.53,8925,I8,NeuFos,B,14,H,No
G3,2010.12.13.08.52.53,8925,I8,SynPSD,B,14,H,No
G4,2010.12.13.08.52.53,8925,I8,GFAP,B,14,H,No
G5,2010.12.13.08.52.53,8925,I8,GADGeph,B,14,H,No
G6,2010.12.13.08.52.53,8925,I8,GADGamma,B,14,H,No
G7,2010.12.13.08.52.53,6487,I8,GADGamma,A,14,H,No
G8,2010.12.13.08.52.53,6487,I8,GADGeph,A,14,H,No
G9,2010.12.13.08.52.53,6487,I8,GFAP,A,14,H,No
G10,2010.12.13.08.52.53,6487,I8,SynPSD,A,14,H,No
G11,2010.12.13.08.52.53,6487,I8,NeuFos,A,14,H,No
B2,2010.12.13.10.30.00,249*,I9,NeuFos,A,14,H,No
B3,2010.12.13.10.30.00,249*,I9,SynPSD,A,14,H,No
B4,2010.12.13.10.30.00,249*,I9,beta,A,14,H,No
B5,2010.12.13.10.30.00,249*,I9,GADGeph,A,14,H,No
B6,2010.12.13.10.30.00,249*,I9,GADGamma,A,14,H,No
B7,2010.12.13.10.30.00,8927,I9,GADGamma,B,14,H,No
B8,2010.12.13.10.30.00,8927,I9,GADGeph,B,14,H,No
B9,2010.12.13.10.30.00,8927,I9,beta,B,14,H,No
B10,2010.12.13.10.30.00,8927,I9,SynPSD,B,14,H,No
B11,2010.12.13.10.30.00,8927,I9,NeuFos,B,14,H,No
C2,2010.12.13.10.30.00,249*,I9,NeuFos,A,14,H,No
C3,2010.12.13.10.30.00,249*,I9,SynPSD,A,14,H,No
C4,2010.12.13.10.30.00,249*,I9,beta,A,14,H,No
C5,2010.12.13.10.30.00,249*,I9,GADGeph,A,14,H,No
C6,2010.12.13.10.30.00,249*,I9,GADGamma,A,14,H,No
C7,2010.12.13.10.30.00,8927,I9,GADGamma,B,14,H,No
C8,2010.12.13.10.30.00,8927,I9,GADGeph,B,14,H,No
C9,2010.12.13.10.30.00,8927,I9,beta,B,14,H,No
C10,2010.12.13.10.30.00,8927,I9,SynPSD,B,14,H,No
C11,2010.12.13.10.30.00,8927,I9,NeuFos,B,14,H,No
D2,2010.12.13.10.30.00,249*,I9,NeuFos,A,14,H,No
D3,2010.12.13.10.30.00,249*,I9,SynPSD,A,14,H,No
D4,2010.12.13.10.30.00,249*,I9,beta,A,14,H,No
D5,2010.12.13.10.30.00,249*,I9,GADGeph,A,14,H,No
D6,2010.12.13.10.30.00,249*,I9,GADGamma,A,14,H,No
D7,2010.12.13.10.30.00,8927,I9,GADGamma,B,14,H,No
D8,2010.12.13.10.30.00,8927,I9,GADGeph,B,14,H,No
D9,2010.12.13.10.30.00,8927,I9,beta,B,14,H,No
D10,2010.12.13.10.30.00,8927,I9,SynPSD,B,14,H,No
D11,2010.12.13.10.30.00,8927,I9,NeuFos,B,14,H,No
E2,2010.12.13.10.30.00,249*,I9,NeuFos,A,14,H,No
E3,2010.12.13.10.30.00,249*,I9,SynPSD,A,14,H,No
E4,2010.12.13.10.30.00,249*,I9,GFAP,A,14,H,No
E5,2010.12.13.10.30.00,249*,I9,GADGeph,A,14,H,No
E6,2010.12.13.10.30.00,249*,I9,GADGamma,A,14,H,No
E7,2010.12.13.10.30.00,8927,I9,GADGamma,B,14,H,No
E8,2010.12.13.10.30.00,8927,I9,GADGeph,B,14,H,No
E9,2010.12.13.10.30.00,8927,I9,GFAP,B,14,H,No
E10,2010.12.13.10.30.00,8927,I9,SynPSD,B,14,H,No
E11,2010.12.13.10.30.00,8927,I9,NeuFos,B,14,H,No
F2,2010.12.13.10.30.00,249*,I9,NeuFos,A,14,H,No
F3,2010.12.13.10.30.00,249*,I9,SynPSD,A,14,H,No
F4,2010.12.13.10.30.00,249*,I9,GFAP,A,14,H,No
F5,2010.12.13.10.30.00,249*,I9,GADGeph,A,14,H,No
F6,2010.12.13.10.30.00,249*,I9,GADGamma,A,14,H,No
F7,2010.12.13.10.30.00,8927,I9,GADGamma,B,14,H,No
F8,2010.12.13.10.30.00,8927,I9,GADGeph,B,14,H,No
F9,2010.12.13.10.30.00,8927,I9,GFAP,B,14,H,No
F10,2010.12.13.10.30.00,8927,I9,SynPSD,B,14,H,No
F11,2010.12.13.10.30.00,8927,I9,NeuFos,B,14,H,No
G2,2010.12.13.10.30.00,249*,I9,NeuFos,A,14,H,No
G3,2010.12.13.10.30.00,249*,I9,SynPSD,A,14,H,No
G4,2010.12.13.10.30.00,249*,I9,GFAP,A,14,H,No
G5,2010.12.13.10.30.00,249*,I9,GADGeph,A,14,H,No
G6,2010.12.13.10.30.00,249*,I9,GADGamma,A,14,H,No
G7,2010.12.13.10.30.00,8927,I9,GADGamma,B,14,H,No
G8,2010.12.13.10.30.00,8927,I9,GADGeph,B,14,H,No
G9,2010.12.13.10.30.00,8927,I9,GFAP,B,14,H,No
G10,2010.12.13.10.30.00,8927,I9,SynPSD,B,14,H,No
G11,2010.12.13.10.30.00,8927,I9,NeuFos,B,14,H,No
B2,2010.12.13.12.07.10,9818,I10,NeuFos,A,21,H,No
B3,2010.12.13.12.07.10,9818,I10,SynPSD,A,21,H,No
B4,2010.12.13.12.07.10,9818,I10,beta,A,21,H,No
B5,2010.12.13.12.07.10,9818,I10,GADGeph,A,21,H,No
B6,2010.12.13.12.07.10,9818,I10,GADGamma,A,21,H,No
B7,2010.12.13.12.07.10,6477,I10,GADGamma,B,21,H,No
B8,2010.12.13.12.07.10,6477,I10,GADGeph,B,21,H,No
B9,2010.12.13.12.07.10,6477,I10,beta,B,21,H,No
B10,2010.12.13.12.07.10,6477,I10,SynPSD,B,21,H,No
B11,2010.12.13.12.07.10,6477,I10,NeuFos,B,21,H,No
C2,2010.12.13.12.07.10,9818,I10,NeuFos,A,21,H,No
C3,2010.12.13.12.07.10,9818,I10,SynPSD,A,21,H,No
C4,2010.12.13.12.07.10,9818,I10,beta,A,21,H,No
C5,2010.12.13.12.07.10,9818,I10,GADGeph,A,21,H,No
C6,2010.12.13.12.07.10,9818,I10,GADGamma,A,21,H,No
C7,2010.12.13.12.07.10,6477,I10,GADGamma,B,21,H,No
C8,2010.12.13.12.07.10,6477,I10,GADGeph,B,21,H,No
C9,2010.12.13.12.07.10,6477,I10,beta,B,21,H,No
C10,2010.12.13.12.07.10,6477,I10,SynPSD,B,21,H,No
C11,2010.12.13.12.07.10,6477,I10,NeuFos,B,21,H,No
D2,2010.12.13.12.07.10,9818,I10,NeuFos,A,21,H,No
D3,2010.12.13.12.07.10,9818,I10,SynPSD,A,21,H,No
D4,2010.12.13.12.07.10,9818,I10,beta,A,21,H,No
D5,2010.12.13.12.07.10,9818,I10,GADGeph,A,21,H,No
D6,2010.12.13.12.07.10,9818,I10,GADGamma,A,21,H,No
D7,2010.12.13.12.07.10,6477,I10,GADGamma,B,21,H,No
D8,2010.12.13.12.07.10,6477,I10,GADGeph,B,21,H,No
D9,2010.12.13.12.07.10,6477,I10,beta,B,21,H,No
D10,2010.12.13.12.07.10,6477,I10,SynPSD,B,21,H,No
D11,2010.12.13.12.07.10,6477,I10,NeuFos,B,21,H,No
E2,2010.12.13.12.07.10,9818,I10,NeuFos,A,21,H,No
E3,2010.12.13.12.07.10,9818,I10,SynPSD,A,21,H,No
E4,2010.12.13.12.07.10,9818,I10,GFAP,A,21,H,No
E5,2010.12.13.12.07.10,9818,I10,GADGeph,A,21,H,No
E6,2010.12.13.12.07.10,9818,I10,GADGamma,A,21,H,No
E7,2010.12.13.12.07.10,6477,I10,GADGamma,B,21,H,No
E8,2010.12.13.12.07.10,6477,I10,GADGeph,B,21,H,No
E9,2010.12.13.12.07.10,6477,I10,GFAP,B,21,H,No
E10,2010.12.13.12.07.10,6477,I10,SynPSD,B,21,H,No
E11,2010.12.13.12.07.10,6477,I10,NeuFos,B,21,H,No
F2,2010.12.13.12.07.10,9818,I10,NeuFos,A,21,H,No
F3,2010.12.13.12.07.10,9818,I10,SynPSD,A,21,H,No
F4,2010.12.13.12.07.10,9818,I10,GFAP,A,21,H,No
F5,2010.12.13.12.07.10,9818,I10,GADGeph,A,21,H,No
F6,2010.12.13.12.07.10,9818,I10,GADGamma,A,21,H,No
F7,2010.12.13.12.07.10,6477,I10,GADGamma,B,21,H,No
F8,2010.12.13.12.07.10,6477,I10,GADGeph,B,21,H,No
F9,2010.12.13.12.07.10,6477,I10,GFAP,B,21,H,No
F10,2010.12.13.12.07.10,6477,I10,SynPSD,B,21,H,No
F11,2010.12.13.12.07.10,6477,I10,NeuFos,B,21,H,No
G2,2010.12.13.12.07.10,9818,I10,NeuFos,A,21,H,No
G3,2010.12.13.12.07.10,9818,I10,SynPSD,A,21,H,No
G4,2010.12.13.12.07.10,9818,I10,GFAP,A,21,H,No
G5,2010.12.13.12.07.10,9818,I10,GADGeph,A,21,H,No
G6,2010.12.13.12.07.10,9818,I10,GADGamma,A,21,H,No
G7,2010.12.13.12.07.10,6477,I10,GADGamma,B,21,H,No
G8,2010.12.13.12.07.10,6477,I10,GADGeph,B,21,H,No
G9,2010.12.13.12.07.10,6477,I10,GFAP,B,21,H,No
G10,2010.12.13.12.07.10,6477,I10,SynPSD,B,21,H,No
G11,2010.12.13.12.07.10,6477,I10,NeuFos,B,21,H,No
B2,2010.12.13.13.44.18,9818,I11,NeuFos,A,14,H,No
B3,2010.12.13.13.44.18,9818,I11,SynPSD,A,14,H,No
B4,2010.12.13.13.44.18,9818,I11,beta,A,14,H,No
B5,2010.12.13.13.44.18,9818,I11,GADGeph,A,14,H,No
B6,2010.12.13.13.44.18,9818,I11,GADGamma,A,14,H,No
B7,2010.12.13.13.44.18,6477,I11,GADGamma,B,14,H,No
B8,2010.12.13.13.44.18,6477,I11,GADGeph,B,14,H,No
B9,2010.12.13.13.44.18,6477,I11,beta,B,14,H,No
B10,2010.12.13.13.44.18,6477,I11,SynPSD,B,14,H,No
B11,2010.12.13.13.44.18,6477,I11,NeuFos,B,14,H,No
C2,2010.12.13.13.44.18,9818,I11,NeuFos,A,14,H,No
C3,2010.12.13.13.44.18,9818,I11,SynPSD,A,14,H,No
C4,2010.12.13.13.44.18,9818,I11,beta,A,14,H,No
C5,2010.12.13.13.44.18,9818,I11,GADGeph,A,14,H,No
C6,2010.12.13.13.44.18,9818,I11,GADGamma,A,14,H,No
C7,2010.12.13.13.44.18,6477,I11,GADGamma,B,14,H,No
C8,2010.12.13.13.44.18,6477,I11,GADGeph,B,14,H,No
C9,2010.12.13.13.44.18,6477,I11,beta,B,14,H,No
C10,2010.12.13.13.44.18,6477,I11,SynPSD,B,14,H,No
C11,2010.12.13.13.44.18,6477,I11,NeuFos,B,14,H,No
D2,2010.12.13.13.44.18,9818,I11,NeuFos,A,14,H,No
D3,2010.12.13.13.44.18,9818,I11,SynPSD,A,14,H,No
D4,2010.12.13.13.44.18,9818,I11,beta,A,14,H,No
D5,2010.12.13.13.44.18,9818,I11,GADGeph,A,14,H,No
D6,2010.12.13.13.44.18,9818,I11,GADGamma,A,14,H,No
D7,2010.12.13.13.44.18,6477,I11,GADGamma,B,14,H,No
D8,2010.12.13.13.44.18,6477,I11,GADGeph,B,14,H,No
D9,2010.12.13.13.44.18,6477,I11,beta,B,14,H,No
D10,2010.12.13.13.44.18,6477,I11,SynPSD,B,14,H,No
D11,2010.12.13.13.44.18,6477,I11,NeuFos,B,14,H,No
E2,2010.12.13.13.44.18,9818,I11,NeuFos,A,14,H,No
E3,2010.12.13.13.44.18,9818,I11,SynPSD,A,14,H,No
E4,2010.12.13.13.44.18,9818,I11,GFAP,A,14,H,No
E5,2010.12.13.13.44.18,9818,I11,GADGeph,A,14,H,No
E6,2010.12.13.13.44.18,9818,I11,GADGamma,A,14,H,No
E7,2010.12.13.13.44.18,6477,I11,GADGamma,B,14,H,No
E8,2010.12.13.13.44.18,6477,I11,GADGeph,B,14,H,No
E9,2010.12.13.13.44.18,6477,I11,GFAP,B,14,H,No
E10,2010.12.13.13.44.18,6477,I11,SynPSD,B,14,H,No
E11,2010.12.13.13.44.18,6477,I11,NeuFos,B,14,H,No
F2,2010.12.13.13.44.18,9818,I11,NeuFos,A,14,H,No
F3,2010.12.13.13.44.18,9818,I11,SynPSD,A,14,H,No
F4,2010.12.13.13.44.18,9818,I11,GFAP,A,14,H,No
F5,2010.12.13.13.44.18,9818,I11,GADGeph,A,14,H,No
F6,2010.12.13.13.44.18,9818,I11,GADGamma,A,14,H,No
F7,2010.12.13.13.44.18,6477,I11,GADGamma,B,14,H,No
F8,2010.12.13.13.44.18,6477,I11,GADGeph,B,14,H,No
F9,2010.12.13.13.44.18,6477,I11,GFAP,B,14,H,No
F10,2010.12.13.13.44.18,6477,I11,SynPSD,B,14,H,No
F11,2010.12.13.13.44.18,6477,I11,NeuFos,B,14,H,No
G2,2010.12.13.13.44.18,9818,I11,NeuFos,A,14,H,No
G3,2010.12.13.13.44.18,9818,I11,SynPSD,A,14,H,No
G4,2010.12.13.13.44.18,9818,I11,GFAP,A,14,H,No
G5,2010.12.13.13.44.18,9818,I11,GADGeph,A,14,H,No
G6,2010.12.13.13.44.18,9818,I11,GADGamma,A,14,H,No
G7,2010.12.13.13.44.18,6477,I11,GADGamma,B,14,H,No
G8,2010.12.13.13.44.18,6477,I11,GADGeph,B,14,H,No
G9,2010.12.13.13.44.18,6477,I11,GFAP,B,14,H,No
G10,2010.12.13.13.44.18,6477,I11,SynPSD,B,14,H,No
G11,2010.12.13.13.44.18,6477,I11,NeuFos,B,14,H,No
B2,2010.12.13.15.21.27,249*,I12,NeuFos,A,21,H,No
B3,2010.12.13.15.21.27,249*,I12,SynPSD,A,21,H,No
B4,2010.12.13.15.21.27,249*,I12,beta,A,21,H,No
