Image_Metadata_Well,Image_Metadata_Plate,Mouse,Plate_Number,Marker,Genotype,DaysIV,Cell_Type,Trt
F6,2010.12.04.21.57.43,8922,37,GluR2,B,14,C,CTL
F7,2010.12.04.21.57.43,34,37,GluR2,A,14,C,CTL
F8,2010.12.04.21.57.43,34,37,GluR1,A,14,C,CTL
G5,2010.12.04.21.57.43,8922,37,GluR1,B,14,C,MP
G6,2010.12.04.21.57.43,8922,37,GluR2,B,14,C,MP
G7,2010.12.04.21.57.43,34,37,GluR2,A,14,C,MP
G8,2010.12.04.21.57.43,34,37,GluR1,A,14,C,MP
B2,2010.12.03.20.18.06,8922,37,Spino,B,14,C,CTL
B3,2010.12.03.20.18.06,8922,37,Syn,B,14,C,CTL
B4,2010.12.03.20.18.06,8922,37,PSD,B,14,C,CTL
B9,2010.12.03.20.18.06,34,37,PSD,A,14,C,CTL
B10,2010.12.03.20.18.06,34,37,Syn,A,14,C,CTL
B11,2010.12.03.20.18.06,34,37,Spino,A,14,C,CTL
C2,2010.12.03.20.18.06,8922,37,Spino,B,14,C,MP
C3,2010.12.03.20.18.06,8922,37,Syn,B,14,C,MP
C4,2010.12.03.20.18.06,8922,37,PSD,B,14,C,MP
C9,2010.12.03.20.18.06,34,37,PSD,A,14,C,MP
C10,2010.12.03.20.18.06,34,37,Syn,A,14,C,MP
C11,2010.12.03.20.18.06,34,37,Spino,A,14,C,MP
D2,2010.12.03.20.18.06,8922,37,Spino,B,14,C,CTL
D3,2010.12.03.20.18.06,8922,37,Syn,B,14,C,CTL
D4,2010.12.03.20.18.06,8922,37,PSD,B,14,C,CTL
D9,2010.12.03.20.18.06,34,37,PSD,A,14,C,CTL
D10,2010.12.03.20.18.06,34,37,Syn,A,14,C,CTL
D11,2010.12.03.20.18.06,34,37,Spino,A,14,C,CTL
E2,2010.12.03.20.18.06,8922,37,Spino,B,14,C,MP
E3,2010.12.03.20.18.06,8922,37,Syn,B,14,C,MP
E4,2010.12.03.20.18.06,8922,37,PSD,B,14,C,MP
E9,2010.12.03.20.18.06,34,37,PSD,A,14,C,MP
E10,2010.12.03.20.18.06,34,37,Syn,A,14,C,MP
E11,2010.12.03.20.18.06,34,37,Spino,A,14,C,MP
F2,2010.12.03.20.18.06,8922,37,Spino,B,14,C,CTL
F3,2010.12.03.20.18.06,8922,37,Syn,B,14,C,CTL
F4,2010.12.03.20.18.06,8922,37,PSD,B,14,C,CTL
F9,2010.12.03.20.18.06,34,37,PSD,A,14,C,CTL
F10,2010.12.03.20.18.06,34,37,Syn,A,14,C,CTL
F11,2010.12.03.20.18.06,34,37,Spino,A,14,C,CTL
G2,2010.12.03.20.18.06,8922,37,Spino,B,14,C,MP
G3,2010.12.03.20.18.06,8922,37,Syn,B,14,C,MP
G4,2010.12.03.20.18.06,8922,37,PSD,B,14,C,MP
G9,2010.12.03.20.18.06,34,37,PSD,A,14,C,MP
G10,2010.12.03.20.18.06,34,37,Syn,A,14,C,MP
G11,2010.12.03.20.18.06,34,37,Spino,A,14,C,MP
B5,2010.12.04.22.28.51,8924,38,GluR1,B,14,C,MP
B6,2010.12.04.22.28.51,8924,38,GluR2,B,14,C,MP
B7,2010.12.04.22.28.51,6494,38,GluR2,A,14,C,MP
B8,2010.12.04.22.28.51,6494,38,GluR1,A,14,C,MP
C5,2010.12.04.22.28.51,8924,38,GluR1,B,14,C,CTL
C6,2010.12.04.22.28.51,8924,38,GluR2,B,14,C,CTL
C7,2010.12.04.22.28.51,6494,38,GluR2,A,14,C,CTL
C8,2010.12.04.22.28.51,6494,38,GluR1,A,14,C,CTL
D5,2010.12.04.22.28.51,8924,38,GluR1,B,14,C,MP
D6,2010.12.04.22.28.51,8924,38,GluR2,B,14,C,MP
D7,2010.12.04.22.28.51,6494,38,GluR2,A,14,C,MP
D8,2010.12.04.22.28.51,6494,38,GluR1,A,14,C,MP
E5,2010.12.04.22.28.51,8924,38,GluR1,B,14,C,CTL
E6,2010.12.04.22.28.51,8924,38,GluR2,B,14,C,CTL
E7,2010.12.04.22.28.51,6494,38,GluR2,A,14,C,CTL
E8,2010.12.04.22.28.51,6494,38,GluR1,A,14,C,CTL
F5,2010.12.04.22.28.51,8924,38,GluR1,B,14,C,MP
F6,2010.12.04.22.28.51,8924,38,GluR2,B,14,C,MP
F7,2010.12.04.22.28.51,6494,38,GluR2,A,14,C,MP
F8,2010.12.04.22.28.51,6494,38,GluR1,A,14,C,MP
G5,2010.12.04.22.28.51,8924,38,GluR1,B,14,C,CTL
G6,2010.12.04.22.28.51,8924,38,GluR2,B,14,C,CTL
G7,2010.12.04.22.28.51,6494,38,GluR2,A,14,C,CTL
G8,2010.12.04.22.28.51,6494,38,GluR1,A,14,C,CTL
B2,2010.12.03.21.04.15,8924,38,Spino,B,14,C,MP
B3,2010.12.03.21.04.15,8924,38,Syn,B,14,C,MP
B4,2010.12.03.21.04.15,8924,38,PSD,B,14,C,MP
B9,2010.12.03.21.04.15,6494,38,PSD,A,14,C,MP
B10,2010.12.03.21.04.15,6494,38,Syn,A,14,C,MP
B11,2010.12.03.21.04.15,6494,38,Spino,A,14,C,MP
C2,2010.12.03.21.04.15,8924,38,Spino,B,14,C,CTL
C3,2010.12.03.21.04.15,8924,38,Syn,B,14,C,CTL
C4,2010.12.03.21.04.15,8924,38,PSD,B,14,C,CTL
C9,2010.12.03.21.04.15,6494,38,PSD,A,14,C,CTL
C10,2010.12.03.21.04.15,6494,38,Syn,A,14,C,CTL
C11,2010.12.03.21.04.15,6494,38,Spino,A,14,C,CTL
D2,2010.12.03.21.04.15,8924,38,Spino,B,14,C,MP
D3,2010.12.03.21.04.15,8924,38,Syn,B,14,C,MP
D4,2010.12.03.21.04.15,8924,38,PSD,B,14,C,MP
D9,2010.12.03.21.04.15,6494,38,PSD,A,14,C,MP
D10,2010.12.03.21.04.15,6494,38,Syn,A,14,C,MP
D11,2010.12.03.21.04.15,6494,38,Spino,A,14,C,MP
E2,2010.12.03.21.04.15,8924,38,Spino,B,14,C,CTL
E3,2010.12.03.21.04.15,8924,38,Syn,B,14,C,CTL
E4,2010.12.03.21.04.15,8924,38,PSD,B,14,C,CTL
E9,2010.12.03.21.04.15,6494,38,PSD,A,14,C,CTL
E10,2010.12.03.21.04.15,6494,38,Syn,A,14,C,CTL
E11,2010.12.03.21.04.15,6494,38,Spino,A,14,C,CTL
F2,2010.12.03.21.04.15,8924,38,Spino,B,14,C,MP
F3,2010.12.03.21.04.15,8924,38,Syn,B,14,C,MP
F4,2010.12.03.21.04.15,8924,38,PSD,B,14,C,MP
F9,2010.12.03.21.04.15,6494,38,PSD,A,14,C,MP
F10,2010.12.03.21.04.15,6494,38,Syn,A,14,C,MP
F11,2010.12.03.21.04.15,6494,38,Spino,A,14,C,MP
G2,2010.12.03.21.04.15,8924,38,Spino,B,14,C,CTL
G3,2010.12.03.21.04.15,8924,38,Syn,B,14,C,CTL
G4,2010.12.03.21.04.15,8924,38,PSD,B,14,C,CTL
G9,2010.12.03.21.04.15,6494,38,PSD,A,14,C,CTL
G10,2010.12.03.21.04.15,6494,38,Syn,A,14,C,CTL
G11,2010.12.03.21.04.15,6494,38,Spino,A,14,C,CTL
B5,2010.12.04.23.00.01,8924,39,GluR1,B,14,C,CTL
B6,2010.12.04.23.00.01,8924,39,GluR2,B,14,C,CTL
B7,2010.12.04.23.00.01,6494,39,GluR2,A,14,C,CTL
B8,2010.12.04.23.00.01,6494,39,GluR1,A,14,C,CTL
C5,2010.12.04.23.00.01,8924,39,GluR1,B,14,C,MP
C6,2010.12.04.23.00.01,8924,39,GluR2,B,14,C,MP
C7,2010.12.04.23.00.01,6494,39,GluR2,A,14,C,MP
C8,2010.12.04.23.00.01,6494,39,GluR1,A,14,C,MP
D5,2010.12.04.23.00.01,8924,39,GluR1,B,14,C,CTL
D6,2010.12.04.23.00.01,8924,39,GluR2,B,14,C,CTL
D7,2010.12.04.23.00.01,6494,39,GluR2,A,14,C,CTL
D8,2010.12.04.23.00.01,6494,39,GluR1,A,14,C,CTL
E5,2010.12.04.23.00.01,8924,39,GluR1,B,14,C,MP
E6,2010.12.04.23.00.01,8924,39,GluR2,B,14,C,MP
E7,2010.12.04.23.00.01,6494,39,GluR2,A,14,C,MP
E8,2010.12.04.23.00.01,6494,39,GluR1,A,14,C,MP
F5,2010.12.04.23.00.01,8924,39,GluR1,B,14,C,CTL
F6,2010.12.04.23.00.01,8924,39,GluR2,B,14,C,CTL
F7,2010.12.04.23.00.01,6494,39,GluR2,A,14,C,CTL
F8,2010.12.04.23.00.01,6494,39,GluR1,A,14,C,CTL
G5,2010.12.04.23.00.01,8924,39,GluR1,B,14,C,MP
G6,2010.12.04.23.00.01,8924,39,GluR2,B,14,C,MP
G7,2010.12.04.23.00.01,6494,39,GluR2,A,14,C,MP
G8,2010.12.04.23.00.01,6494,39,GluR1,A,14,C,MP
B2,2010.12.03.21.50.24,8924,39,Spino,B,14,C,CTL
B3,2010.12.03.21.50.24,8924,39,Syn,B,14,C,CTL
B4,2010.12.03.21.50.24,8924,39,PSD,B,14,C,CTL
B9,2010.12.03.21.50.24,6494,39,PSD,A,14,C,CTL
B10,2010.12.03.21.50.24,6494,39,Syn,A,14,C,CTL
B11,2010.12.03.21.50.24,6494,39,Spino,A,14,C,CTL
C2,2010.12.03.21.50.24,8924,39,Spino,B,14,C,MP
C3,2010.12.03.21.50.24,8924,39,Syn,B,14,C,MP
C4,2010.12.03.21.50.24,8924,39,PSD,B,14,C,MP
C9,2010.12.03.21.50.24,6494,39,PSD,A,14,C,MP
C10,2010.12.03.21.50.24,6494,39,Syn,A,14,C,MP
C11,2010.12.03.21.50.24,6494,39,Spino,A,14,C,MP
D2,2010.12.03.21.50.24,8924,39,Spino,B,14,C,CTL
D3,2010.12.03.21.50.24,8924,39,Syn,B,14,C,CTL
D4,2010.12.03.21.50.24,8924,39,PSD,B,14,C,CTL
D9,2010.12.03.21.50.24,6494,39,PSD,A,14,C,CTL
D10,2010.12.03.21.50.24,6494,39,Syn,A,14,C,CTL
D11,2010.12.03.21.50.24,6494,39,Spino,A,14,C,CTL
E2,2010.12.03.21.50.24,8924,39,Spino,B,14,C,MP
E3,2010.12.03.21.50.24,8924,39,Syn,B,14,C,MP
E4,2010.12.03.21.50.24,8924,39,PSD,B,14,C,MP
E9,2010.12.03.21.50.24,6494,39,PSD,A,14,C,MP
E10,2010.12.03.21.50.24,6494,39,Syn,A,14,C,MP
E11,2010.12.03.21.50.24,6494,39,Spino,A,14,C,MP
F2,2010.12.03.21.50.24,8924,39,Spino,B,14,C,CTL
F3,2010.12.03.21.50.24,8924,39,Syn,B,14,C,CTL
F4,2010.12.03.21.50.24,8924,39,PSD,B,14,C,CTL
F9,2010.12.03.21.50.24,6494,39,PSD,A,14,C,CTL
F10,2010.12.03.21.50.24,6494,39,Syn,A,14,C,CTL
F11,2010.12.03.21.50.24,6494,39,Spino,A,14,C,CTL
G2,2010.12.03.21.50.24,8924,39,Spino,B,14,C,MP
G3,2010.12.03.21.50.24,8924,39,Syn,B,14,C,MP
